proposed_group_id,bcode,descr,evidence,confidence,hq_qtymin,hq_qtyoh2,syp_qtyoh2,notes
G153,31050326,แชมเปอร์วาวไฮ+วาว,same PCODE=1868435M3 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G153,31050766,แชมเปอร์วาวไฮ,same PCODE=1868435M3 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,0,1,0,PCODE twin/cluster — confirm not packaging variants before approve.
G153,31051000,แชมเปอร์วาวไฮ+วาว,same PCODE=1868435M3 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,1,0,?,PCODE twin/cluster — confirm not packaging variants before approve.
G154,08065953,ไส้กรองโซล่า กระดาษ,same PCODE=23390YZZA1 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G154,08065955,ไส้กรองโซล่า กระดาษ,same PCODE=23390YZZA1 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G154,08065958,ไส้กรองโซล่า กระดาษ,same PCODE=23390YZZA1 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G154,08065959,ไส้กรองโซล่า กระดาษ,same PCODE=23390YZZA1 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G154,08065961,ไส้กรองโซล่า กระดาษหยาบ,same PCODE=23390YZZA1 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,1,0,PCODE twin/cluster — confirm not packaging variants before approve.
G155,08012317,มูเล่ย์ไดชาร์จ 7PK รู15 มิล,same PCODE=27415-0L030 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,1,1,PCODE twin/cluster — confirm not packaging variants before approve.
G155,08014843,มูเล่ย์ไดชาร์จ 7PK รู15 มิล,same PCODE=27415-0L030 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,1,2,1,PCODE twin/cluster — confirm not packaging variants before approve.
G155,08055218,มูเล่ย์ไดชาร์จ,same PCODE=27415-0L030 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G155,08056295,มูเล่ย์ไดชาร์จ,same PCODE=27415-0L030 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,1,1,1,PCODE twin/cluster — confirm not packaging variants before approve.
G155,08057081,มูเล่ย์ไดชาร์จ 7PK รู15 มิล,same PCODE=27415-0L030 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,0,0,1,PCODE twin/cluster — confirm not packaging variants before approve.
G156,30050208,ซีลล้อหลังคูโบต้า,same PCODE=3133944510 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G156,30050962,ซีลล้อหลังคูโบต้า,same PCODE=3133944510 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G156,30051085,ซีลล้อหลังคูโบต้า,same PCODE=3133944510 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,4,10,2,PCODE twin/cluster — confirm not packaging variants before approve.
G156,30051115,ซีลล้อหลังคูโบต้า,same PCODE=3133944510 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G156,30051229,ซีลล้อหลังคูโบต้า,same PCODE=3133944510 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G157,30051015,เฟืองดอกจอกหน้าใหญ่ตัวสั้น MU5501,same PCODE=3A121-43140 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G157,30052445,เฟืองดอกจอกหน้าใหญ่ตัวสั้น MU5501,same PCODE=3A121-43140 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G157,30052484,เฟืองดอกจอกหน้าใหญ่ตัวสั้น MU5501,same PCODE=3A121-43140 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,1,2,2,PCODE twin/cluster — confirm not packaging variants before approve.
G157,30052678,เฟืองดอกจอกหน้าใหญ่ตัวสั้น,same PCODE=3A121-43140 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,1,2,0,PCODE twin/cluster — confirm not packaging variants before approve.
G157,30052868,เฟืองดอกจอกหน้าตัวใหญ่ 14ฟัน,same PCODE=3A121-43140 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,1,2,1,PCODE twin/cluster — confirm not packaging variants before approve.
G158,05011005,กระบอกเบรคหลัง,same PCODE=4410008W22 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G158,05011044,กระบอกเบรคหลัง2สกรู,same PCODE=4410008W22 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G158,05011108,กระบอกเบรคหลัง2สกรู,same PCODE=4410008W22 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G158,05019690,กระบอกเบรคหลัง,same PCODE=4410008W22 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G158,05037090,กระบอกเบรคหลัง,same PCODE=4410008W22 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G159,08054549,"ลูกหมากแร็ค 14-15m-12.2""",same PCODE=4550309321 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,2,2,PCODE twin/cluster — confirm not packaging variants before approve.
G159,08054551,"ลูกหมากแร็ค 14-15m-12.2""",same PCODE=4550309321 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,1,0,PCODE twin/cluster — confirm not packaging variants before approve.
G159,08055221,"ลูกหมากแร็ค 14-15m-12.2""",same PCODE=4550309321 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G159,08056459,"ลูกหมากแร็ค 14-15m-12.2""",same PCODE=4550309321 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,1,4,2,PCODE twin/cluster — confirm not packaging variants before approve.
G159,08056773,"ลูกหมากแร็ค 14-15m-12.2""",same PCODE=4550309321 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,2,6,4,PCODE twin/cluster — confirm not packaging variants before approve.
G160,08012004,"แม่ปั้มเบรค 1""",same PCODE=4720135790 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G160,08054747,"แม่ปั้มเบรค 1""",same PCODE=4720135790 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G160,08055686,"แม่ปั้มเบรค 1""",same PCODE=4720135790 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G160,08055719,"แม่ปั้มเบรค 1""",same PCODE=4720135790 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G160,08055822,"แม่ปั้มเบรค 1""",same PCODE=4720135790 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,0,1,0,PCODE twin/cluster — confirm not packaging variants before approve.
G161,08053881,แหนบหลัง+บู๊ช,same PCODE=482010K130 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G161,08054255,แหนบหลัง,same PCODE=482010K130 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G161,08054256,แหนบหลัง,same PCODE=482010K130 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G161,08054257,แหนบหลัง,same PCODE=482010K130 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G161,08054258,แหนบหลัง,same PCODE=482010K130 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G162,08025542,แหนบหลัง,same PCODE=48210356501 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G162,08031961,แหนบหลัง รัด 1 งอ,same PCODE=48210356501 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G162,08038080,"แหนบหลัง 20"" รัด",same PCODE=48210356501 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,0,3,0,PCODE twin/cluster — confirm not packaging variants before approve.
G162,08038090,"แหนบหลัง 34""",same PCODE=48210356501 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,3,0,PCODE twin/cluster — confirm not packaging variants before approve.
G162,08055586,แหนบหลัง ตัวที่ 2,same PCODE=48210356501 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G163,08014262,บู๊ชปีกนกล่าง ตัวเล็ก,same PCODE=486540K040 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G163,08054541,บู๊ชปีกนกล่าง ตัวเล็ก,same PCODE=486540K040 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,2,5,1,PCODE twin/cluster — confirm not packaging variants before approve.
G163,08054544,บู๊ชปีกนกล่าง ตัวเล็ก,same PCODE=486540K040 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G163,08055581,บู๊ชปีกนกล่าง ตัวเล็ก,same PCODE=486540K040 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,1,2,0,PCODE twin/cluster — confirm not packaging variants before approve.
G163,08056437,บู๊ชปีกนกล่าง ตัวเล็ก,same PCODE=486540K040 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,2,0,PCODE twin/cluster — confirm not packaging variants before approve.
G164,08010938,บู๊ชปีกนกล่าง ตัวใหญ่,same PCODE=486550K010 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G164,08010941,บู๊ชปีกนกล่าง ตัวใหญ่,same PCODE=486550K010 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,2,7,2,PCODE twin/cluster — confirm not packaging variants before approve.
G164,08010948,บู๊ชปีกนกล่าง ตัวใหญ่,same PCODE=486550K010 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G164,08051811,บู๊ชปีกนกล่าง ตัวใหญ่,same PCODE=486550K010 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G164,08052172,บู๊ชปีกนกล่าง ตัวใหญ่,same PCODE=486550K010 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G165,12050718,ฝาถังน้ำมันโซล่า,same PCODE=82012210 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G165,12050719,ฝาถังน้ำมันโซล่า ถังพลาสติก,same PCODE=82012210 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,1,PCODE twin/cluster — confirm not packaging variants before approve.
G165,12052562,ฝาถังน้ำมันโซล่า มีกุญแจ,same PCODE=82012210 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,1,1,1,PCODE twin/cluster — confirm not packaging variants before approve.
G165,12053253,ฝาถังน้ำมันโซล่า,same PCODE=82012210 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,0,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G165,12053714,ฝาถังน้ำมันโซล่า ถังพลาสติก,same PCODE=82012210 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,1,3,1,PCODE twin/cluster — confirm not packaging variants before approve.
G166,12051141,บายพาสวาล์ว,same PCODE=83909255 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,0,1,0,PCODE twin/cluster — confirm not packaging variants before approve.
G166,12051849,บายพาสวาว,same PCODE=83909255 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,1,0,PCODE twin/cluster — confirm not packaging variants before approve.
G166,12051850,บายพาสวาว,same PCODE=83909255 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,1,0,PCODE twin/cluster — confirm not packaging variants before approve.
G166,12051851,บายพาสวาว,same PCODE=83909255 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,1,0,PCODE twin/cluster — confirm not packaging variants before approve.
G166,12051852,บายพาสวาว,same PCODE=83909255 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G167,12050688,ซีลปลายเกียร์ 4,same PCODE=83924926 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G167,12051431,ซีลปลายเกียร์ 4,same PCODE=83924926 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G167,12051709,ซีลปลายเกียร์ 4,same PCODE=83924926 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G167,12052041,ซีลปลายเกียร์ 4,same PCODE=83924926 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G167,12052046,ซีลปลายเกียร์ 4  MIS25,same PCODE=83924926 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,2,6,2,PCODE twin/cluster — confirm not packaging variants before approve.
G168,03010360,"แหนบหลัง 22""",same PCODE=894166859 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,5,0,PCODE twin/cluster — confirm not packaging variants before approve.
G168,03011110,แหนบหลัง,same PCODE=894166859 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G168,03013130,"แหนบหลัง รัด 34""",same PCODE=894166859 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,3,0,PCODE twin/cluster — confirm not packaging variants before approve.
G168,03017110,แหนบหลัง รัด,same PCODE=894166859 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,1,0,PCODE twin/cluster — confirm not packaging variants before approve.
G168,07011168,แหนบหลัง เสริมตรง,same PCODE=894166859 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,2,0,PCODE twin/cluster — confirm not packaging variants before approve.
G169,04016320,ไส้กรองเครื่อง เหล็ก ก.12NF,same PCODE=8970967770 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G169,04016890,ไส้กรองเครื่อง,same PCODE=8970967770 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G169,04050282,ไส้กรองเครื่อง เหล็ก ก.12NF,same PCODE=8970967770 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G169,04050693,ไส้กรองเครื่อง เหล็ก ก.12NF,same PCODE=8970967770 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G169,04050698,ไส้กรองเครื่อง เหล็ก ก.12NF,same PCODE=8970967770 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,2,2,4,PCODE twin/cluster — confirm not packaging variants before approve.
G170,08052347,ไส้กรองเครื่อง เหล็ก ก.16NF,same PCODE=90915YZZD2 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G170,08054824,ไส้กรองเครื่อง เหล็ก ก.16NF,same PCODE=90915YZZD2 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,1,0,PCODE twin/cluster — confirm not packaging variants before approve.
G170,08055225,ไส้กรองเครื่อง เหล็ก ก.16NF,same PCODE=90915YZZD2 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G170,08056362,ไส้กรองเครื่อง เหล็ก ก.16NF,same PCODE=90915YZZD2 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G170,08056502,ไส้กรองเครื่อง เหล็ก ก.16NF,same PCODE=90915YZZD2 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,1,0,PCODE twin/cluster — confirm not packaging variants before approve.
G171,12050368,เฟืองเกียร์ 3ชั้น,same PCODE=C9NN7C094B (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G171,12051038,เฟืองเกียร์สี่ชั้นเฟืองบาง,same PCODE=C9NN7C094B (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G171,12052210,เฟืองเกียร์สี่ชั้นเฟืองบาง,same PCODE=C9NN7C094B (5 distinct BCODEs); at least one HQ QTYMIN<0,med,1,3,0,PCODE twin/cluster — confirm not packaging variants before approve.
G171,12053261,เฟืองเกียร์สี่ชั้น เฟืองบาง,same PCODE=C9NN7C094B (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,1,0,PCODE twin/cluster — confirm not packaging variants before approve.
G171,12053540,เฟืองเกียร์สี่ชั้นเฟืองบาง,same PCODE=C9NN7C094B (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G172,12050696,ชุดยางไฮปั้มแดง,same PCODE=EDPN500B (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G172,12050699,ชุดยางไฮปั้มขาว,same PCODE=EDPN500B (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G172,12050774,ชุดยางไฮปั้มแดง,same PCODE=EDPN500B (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G172,12051132,ชุดยางไฮปั้มขาว,same PCODE=EDPN500B (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G172,12052328,ชุดยางไฮปั้มขาว,same PCODE=EDPN500B (5 distinct BCODEs); at least one HQ QTYMIN<0,med,1,3,1,PCODE twin/cluster — confirm not packaging variants before approve.
G173,11010249,แม่ปั้มคลัชบน 5/8,same PCODE=MB012098 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G173,11010658,แม่ปั้มคลัชบน,same PCODE=MB012098 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G173,11019010,แม่ปั๊มคลัชบน 5/8,same PCODE=MB012098 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G173,11058670,แม่ปั้มคลัชบน,same PCODE=MB012098 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G173,11058674,แม่ปั้มคลัชบน,same PCODE=MB012098 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G174,13012929,สายแอร์เล็ก (S),same MCODE=08-HB6 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,0,1,1,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G174,13012933,สายแอร์เล็ก (S),same MCODE=08-HB6 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,0,1,1,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G174,13012935,สายแอร์เล็ก (S),same MCODE=08-HB6 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,0,1,1,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G174,13012936,สายแอร์เล็ก (S),same MCODE=08-HB6 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,1,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G174,13012937,สายแอร์เล็ก (S),same MCODE=08-HB6 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,1,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G174,13012938,สายแอร์เล็ก (S),same MCODE=08-HB6 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,1,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G175,08011371,แหนบหลัง 2-4D,same MCODE=0K020 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G175,08055587,แหนบหลัง 2 หู,same MCODE=0K020 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,1,2,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G175,08055592,แหนบหลัง 2 งอ,same MCODE=0K020 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,2,3,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G175,08055593,แหนบหลัง 1 งอ,same MCODE=0K020 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,0,1,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G175,08055596,แหนบหลัง รัด,same MCODE=0K020 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,2,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G175,08055598,แหนบหลัง รัด,same MCODE=0K020 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,1,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G176,13050458,แหวนทองแดง หัวฉีด,same MCODE=10-08 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G176,13050459,แหวนทองแดง,same MCODE=10-08 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G176,13050460,แหวนทองแดง,same MCODE=10-08 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G176,13050463,แหวนทองแดง มีขอบ,same MCODE=10-08 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G176,13050464,แหวนทองแดง มีขอบ,same MCODE=10-08 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G176,13050465,แหวนทองแดง มีขอบ,same MCODE=10-08 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G177,15010318,ลูกปืนล้อหน้า,same MCODE=102949/10 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G177,15010319,ลูกปืนล้อหน้า นอก,same MCODE=102949/10 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G177,15010329,ลูกปืนล้อหน้า ใน,same MCODE=102949/10 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G177,15010970,ลูกปืนล้อหน้า นอก,same MCODE=102949/10 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,2,4,2,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G177,15011446,ลูกปืนล้อหน้า นอก,same MCODE=102949/10 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G177,15021310,ลูกปืนล้อหน้า นอก,same MCODE=102949/10 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G178,15010129,ลูกปืนล้อหน้า ใน,same MCODE=104948/10 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G178,15010321,ลูกปืนล้อหน้า ใน,same MCODE=104948/10 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G178,15010322,ลูกปืนล้อหน้า ใน,same MCODE=104948/10 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,1,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G178,15019510,ลูกปืนล้อหน้า ใน,same MCODE=104948/10 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G178,15019511,ลูกปืนล้อหน้า ใน,same MCODE=104948/10 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G178,15050302,ลูกปืนล้อหน้า-ใน,same MCODE=104948/10 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,1,4,2,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G179,07010487,สายพานพัดลม+ไดร์ชาร์ท,same MCODE=12.5x1100 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G179,07050784,สายพานพัดลม+ไดชาร์ท,same MCODE=12.5x1100 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G179,13010376,"สายพาน 43""",same MCODE=12.5x1100 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G179,13019350,"สายพาน 42.5""",same MCODE=12.5x1100 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,3,5,3,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G179,13019351,"สายพาน 42.5""",same MCODE=12.5x1100 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,?,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G179,13037000,"สายพาน 43""",same MCODE=12.5x1100 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
G180,07050086,สายพานแอร์,same MCODE=12.5x975 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,MCODE twin/cluster — confirm factory cross-ref is mutual substitute.
